"","festival_dates","year","day_of_performance","artist","stage","headliner","genre","spotify_id","spotify_popularity"
"234","August 1, 2024 - August 4, 2024",2024,"Friday","WISP","Bacardí",NA,"shoegaze","3TJZG17pjOKXwx1ELKJPfm",64
"235","August 1, 2024 - August 4, 2024",2024,"Friday","IN THIS MOMENT","Bacardí",NA,"metal","6tbLPxj1uQ6vsRQZI2YFCT",61
"236","August 1, 2024 - August 4, 2024",2024,"Friday","DANIEL SEAVEY","IHG",NA,NA,"21z8to3YxZXgKYJpBB54P2",59
"237","August 1, 2024 - August 4, 2024",2024,"Friday","IT'S MURPH","Perry's/Sonny's",NA,"stutter house, house","3zW0xazqnHoq9QV9zBROVC",59
"238","August 1, 2024 - August 4, 2024",2024,"Friday","NOIZU","Perry's/Sonny's",NA,"tech house, house","3VRyybsQu0MDG0F2LBxnv7",58
"239","August 1, 2024 - August 4, 2024",2024,"Friday","TAYLOR ACORN","BMI",NA,NA,"1A0WloDoRE88uUwo3wensY",56
"240","August 1, 2024 - August 4, 2024",2024,"Friday","PAWPAW ROD","T-Mobile",NA,"indie r&b","23KIrX6iPiVOkx60F4bjNq",54
"241","August 1, 2024 - August 4, 2024",2024,"Friday","QVEEN HERBY","T-Mobile",NA,NA,"4o4tLTIJ3eWMFerz73atcT",54
"242","August 1, 2024 - August 4, 2024",2024,"Friday","KEVIN ABSTRACT","IHG",NA,NA,"07EcmJpfAday8xGkslfanE",53
"243","August 1, 2024 - August 4, 2024",2024,"Friday","WILDERADO","Bud Light",NA,NA,"1Tp7C6LzxZe9Mix6rn4zbI",53
"244","August 1, 2024 - August 4, 2024",2024,"Friday","GUDFELLA","Perry's/Sonny's",NA,"stutter house","3KjZMSSy0BaCVdvL0VABRO",51
"245","August 1, 2024 - August 4, 2024",2024,"Friday","RYAN BEATTY","Bacardí",NA,NA,"60NNvDqsif0u40CXMV6jDQ",51
"246","August 1, 2024 - August 4, 2024",2024,"Friday","TINY HABITS","BMI",NA,NA,"2QYdqWGgRorVkA8cJMMdrn",51
"247","August 1, 2024 - August 4, 2024",2024,"Friday","MCKENNA GRACE","BMI",NA,NA,"1ZjXhESKpjsv31L7ykuJBE",49
"248","August 1, 2024 - August 4, 2024",2024,"Friday","THE NATIONAL PARKS","BMI",NA,"folk pop","2JMtxA2S9SNUlqBlkDtXm6",49
"249","August 1, 2024 - August 4, 2024",2024,"Friday","TWINSICK","Perry's/Sonny's",NA,NA,"4WfO14YgktUYkdLMrHgTeF",46
"250","August 1, 2024 - August 4, 2024",2024,"Friday","BLU DETIGER","Bacardí",NA,NA,"5NyCIBCeU080ynEj33S4hC",45
"251","August 1, 2024 - August 4, 2024",2024,"Friday","XANDRA","Perry's/Sonny's",NA,NA,"0R7QDPXqFaQ9F0FdTZUeca",45
"252","August 1, 2024 - August 4, 2024",2024,"Friday","THE STEWS","Tito's Handmade Vodka",NA,NA,"4yUYrN1PFyzwUDSzEpYYEi",41
"253","August 1, 2024 - August 4, 2024",2024,"Friday","MILITARIE GUN","IHG",NA,NA,"4us4NMG5wuqdUZvthZrj0Q",40
"254","August 1, 2024 - August 4, 2024",2024,"Friday","AVA MAYBEE","BMI",NA,NA,"56XHwBrYEOBDDGKr7BLDv9",36
"255","August 1, 2024 - August 4, 2024",2024,"Friday","BRANDI CYRUS","Tito's Handmade Vodka",NA,NA,"0Derlvisw6ty4fMjauZh9A",25
"256","August 1, 2024 - August 4, 2024",2024,"Friday","GODLY THE RULER","Bacardí",NA,NA,"2zdyZ3Dk59W2RKwAvGioLp",25
"257","August 1, 2024 - August 4, 2024",2024,"Friday","FIFTEENOEIGHT","Bacardí",NA,NA,"4Ci2F1FCiuVvHVpucprCuQ",24
"258","August 1, 2024 - August 4, 2024",2024,"Friday","CALE TYSON","BMI",NA,"americana, alt country","0BU835xMjZ04GXuJSxBrJy",16
"259","August 1, 2024 - August 4, 2024",2024,"Friday","SUNDIAL","Bud Light",NA,NA,"18wGesPYWTMbQE1MNRHPJF",1
"260","August 1, 2024 - August 4, 2024",2024,"Friday","GEESE","Tito's Handmade Vodka",NA,NA,"234MNH2XKXAAVDDGsd8yuB",0
"261","August 1, 2024 - August 4, 2024",2024,"Saturday","TATE MCRAE","Bud Light",NA,NA,"45dkTj5sMRSjrmBSBeiHym",91
"262","August 1, 2024 - August 4, 2024",2024,"Saturday","FUTURE X METRO BOOMIN","Bud Light",1,NA,"0iEtIxbK0KxaSlF7G42ZOp",88
"263","August 1, 2024 - August 4, 2024",2024,"Saturday","TV GIRL","Bud Light",NA,NA,"0Y6dVaC9DZtPNH4591M42W",83
"264","August 1, 2024 - August 4, 2024",2024,"Saturday","DEFTONES","T-Mobile",NA,"nu metal, alternative metal, rap metal, shoegaze","6Ghvu1VvMGScGpOUJBAHNH",82
"265","August 1, 2024 - August 4, 2024",2024,"Saturday","CONAN GRAY","Bud Light",NA,NA,"4Uc8Dsxct0oMqx0P6i60ea",80
"266","August 1, 2024 - August 4, 2024",2024,"Saturday","SKRILLEX","Perry's/Sonny's",NA,"dubstep, edm, electro, electronic","5he5w2lnU9x7JFhnwcekXX",80
"267","August 1, 2024 - August 4, 2024",2024,"Saturday","THE KILLERS","T-Mobile",1,"alternative rock","0C0XlULifJtAgn6ZNCW2eu",79
"268","August 1, 2024 - August 4, 2024",2024,"Saturday","MELANIE MARTINEZ","Bud Light",1,NA,"63yrD80RY3RNEM2YDpUpO8",78
"269","August 1, 2024 - August 4, 2024",2024,"Saturday","YOASOBI","Bacardí",NA,"j-pop, anime","64tJ2EAv1R6UaZqc4iOCyj",76
"270","August 1, 2024 - August 4, 2024",2024,"Saturday","IVE","T-Mobile",NA,"k-pop","6RHTUrRF63xao58xh9FXYJ",75
"271","August 1, 2024 - August 4, 2024",2024,"Saturday","EYEDRESS","Bacardí",NA,NA,"3XxNRirzbjfLdDli06zMaB",74
"272","August 1, 2024 - August 4, 2024",2024,"Saturday","BOYWITHUKE","Tito's Handmade Vodka",NA,NA,"1Cd373x8qzC7SNUg5IToqp",73
"273","August 1, 2024 - August 4, 2024",2024,"Saturday","DASHA","Tito's Handmade Vodka",NA,NA,"7Ez6lTtSMjMf2YSYpukP1I",72
"274","August 1, 2024 - August 4, 2024",2024,"Saturday","ETHEL CAIN","IHG",NA,NA,"0avMDS4HyoCEP6RqZJWpY2",69
"275","August 1, 2024 - August 4, 2024",2024,"Saturday","2HOLLIS","Perry's/Sonny's",NA,"hyperpop, electroclash","72NhFAGG5Pt91VbheJeEPG",68
"276","August 1, 2024 - August 4, 2024",2024,"Saturday","VINCE STAPLES","Bud Light",NA,NA,"68kEuyFKyqrdQQLLsmiatm",68
"277","August 1, 2024 - August 4, 2024",2024,"Saturday","LEISURE","T-Mobile",NA,NA,"7b04D0yLktCUpvxQBhmG7R",64
"278","August 1, 2024 - August 4, 2024",2024,"Saturday","FOUR TET","Perry's/Sonny's",NA,"idm, electronica","7Eu1txygG6nJttLHbZdQOh",63
"279","August 1, 2024 - August 4, 2024",2024,"Saturday","KILLER MIKE","Bacardí",NA,"southern hip hop, alternative hip hop","2N4EYkIlG1kv25g6Wv8LGI",63
"280","August 1, 2024 - August 4, 2024",2024,"Saturday","NATALIE JANE","BMI",NA,NA,"5bfglVyGJppmmNoC2rhBUG",63
"281","August 1, 2024 - August 4, 2024",2024,"Saturday","ARMANI WHITE","T-Mobile",NA,NA,"2qAwMsiIjTzlmfAkXKvhVA",61
"282","August 1, 2024 - August 4, 2024",2024,"Saturday","CANNONS","Tito's Handmade Vodka",NA,NA,"7FtCyCJCJaxabYO7Uyda5B",61
"283","August 1, 2024 - August 4, 2024",2024,"Saturday","KENNY BEATS","Perry's/Sonny's",NA,NA,"1rHOtdmGNr5vcYNw5v7QGC",60
"284","August 1, 2024 - August 4, 2024",2024,"Saturday","KNOX","Bud Light",NA,NA,"61S5H9Lxn1PDUvu1TV0kCX",60
"285","August 1, 2024 - August 4, 2024",2024,"Saturday","BRISTON MARONEY","IHG",NA,NA,"7vtSUU3zpHeYJfX6BPNrJd",59
"286","August 1, 2024 - August 4, 2024",2024,"Saturday","DESTROY BOYS","IHG",NA,NA,"7KeN0XX71T4fGysIYLB5J5",59
"287","August 1, 2024 - August 4, 2024",2024,"Saturday","HIPPO CAMPUS","IHG",NA,NA,"1btWGBz4Uu1HozTwb2Lm8A",59
"288","August 1, 2024 - August 4, 2024",2024,"Saturday","DYLAN BRADY","Perry's/Sonny's",NA,"hyperpop, glitch","2Cm6C9PNHioyjRKBfO7n9N",58
"289","August 1, 2024 - August 4, 2024",2024,"Saturday","JOSIAH AND THE BONNEVILLES","Tito's Handmade Vodka",NA,NA,"3FMcVBx2TMq2f5gEPcUieC",58
"290","August 1, 2024 - August 4, 2024",2024,"Saturday","MIMI WEBB","Bud Light",NA,NA,"3GxKJzJK4LpsYGXQrw77wz",58
"291","August 1, 2024 - August 4, 2024",2024,"Saturday","ROMY","Bacardí",NA,NA,"3X2DdnmoANw8Rg8luHyZQb",58
"292","August 1, 2024 - August 4, 2024",2024,"Saturday","NIA ARCHIVES","Perry's/Sonny's",NA,"jungle, drum and bass, uk garage","7BMR0fwtEvzGtK4rNGdoiQ",57
"293","August 1, 2024 - August 4, 2024",2024,"Saturday","TANNER USREY","Bacardí",NA,"red dirt, texas country, country","1ZGVS1OWpdvELiQyx3vkO7",57
"294","August 1, 2024 - August 4, 2024",2024,"Saturday","TOMMY NEWPORT","BMI",NA,NA,"7FvQR6QFfXmW18dyMqnHvv",55
"295","August 1, 2024 - August 4, 2024",2024,"Saturday","NIGHTLY","BMI",NA,NA,"3qDMrpZHtZEtVl5i1l7hP3",54
"296","August 1, 2024 - August 4, 2024",2024,"Saturday","DORA JAR","Bud Light",NA,NA,"4V30Q8ACPdJCcAmAYibfrH",51
"297","August 1, 2024 - August 4, 2024",2024,"Saturday","INFINITY SONG","Bud Light",NA,NA,"2PZThLYBW7XtcYVzQms8oM",50
"298","August 1, 2024 - August 4, 2024",2024,"Saturday","WILL LINLEY","BMI",NA,NA,"3xnCBQeZDec3FFo8vUSt4N",49
"299","August 1, 2024 - August 4, 2024",2024,"Saturday","QUARTERS OF CHANGE","Bacardí",NA,NA,"0mnruuV4CcKu7Ux7kBZ5sa",45
"300","August 1, 2024 - August 4, 2024",2024,"Saturday","XANDRA","Tito's Handmade Vodka",NA,NA,"0R7QDPXqFaQ9F0FdTZUeca",45
"301","August 1, 2024 - August 4, 2024",2024,"Saturday","AHADADREAM B2B MANARA","Perry's/Sonny's",NA,"bass music, dubstep, riddim","3SvsaUFZZNgVZYKrcFgzWW",43
"302","August 1, 2024 - August 4, 2024",2024,"Saturday","BRIGITTE CALLS ME BABY","IHG",NA,NA,"3sB1RV3IE5yCyMbl01FzBN",37
"303","August 1, 2024 - August 4, 2024",2024,"Saturday","FRIKO","Bacardí",NA,NA,"5HViQsHNdOovxKa420CPGR",37
"304","August 1, 2024 - August 4, 2024",2024,"Saturday","HAPPY LANDING","Bacardí",NA,"folk pop","2Jsv2nBcTfKpM9dbZcBbk6",36
"305","August 1, 2024 - August 4, 2024",2024,"Saturday","HAYES WARNER","BMI",NA,NA,"2wJkFKzUxt9JR4wKXmwbmH",36
"306","August 1, 2024 - August 4, 2024",2024,"Saturday","SAVANNAH RE","Bacardí",NA,"alternative r&b","3qfqqDpGv4XNfa3G0EfP9s",36
"307","August 1, 2024 - August 4, 2024",2024,"Saturday","SAM NELSON HARRIS","BMI",NA,NA,"4SIjsqKdaPeIVDqrALa4Mv",31
"308","August 1, 2024 - August 4, 2024",2024,"Sunday","TEDDY SWIMS","Tito's Handmade Vodka",NA,NA,"33qOK5uJ8AR2xuQQAhHump",88
"309","August 1, 2024 - August 4, 2024",2024,"Sunday","BLINK-182","T-Mobile",1,"pop punk, punk, emo pop, rock, skate punk, emo","6FBDaR13swtiWwGhX1WQsP",79
"310","August 1, 2024 - August 4, 2024",2024,"Sunday","DOMINIC FIKE","T-Mobile",NA,NA,"6USv9qhCn6zfxlBQIYJ9qs",79
"311","August 1, 2024 - August 4, 2024",2024,"Sunday","TREATY OAK REVIVAL","BMI",NA,"country, red dirt, texas country, country rock","3444S3C4U9Ts86BnCtSPRV",77
"312","August 1, 2024 - August 4, 2024",2024,"Sunday","PIERCE THE VEIL","T-Mobile",NA,"emo, screamo, post-hardcore","4iJLPqClelZOBCBifm8Fzv",75
"313","August 1, 2024 - August 4, 2024",2024,"Sunday","CULTS","Bacardí",NA,NA,"3Oim8XBPbznAa8Jj8QzNc8",71
"314","August 1, 2024 - August 4, 2024",2024,"Sunday","TWO DOOR CINEMA CLUB","IHG",NA,"indie","536BYVgOnRky0xjsPT96zl",70
"315","August 1, 2024 - August 4, 2024",2024,"Sunday","BEN BÖHMER","Bacardí",NA,"melodic house, melodic techno, progressive house, deep house","5tDjiBYUsTqzd0RkTZxK7u",68
"316","August 1, 2024 - August 4, 2024",2024,"Sunday","GRENTPEREZ","Bacardí",NA,NA,"73BLwSX6gsNeVzS7DgI4xe",68
"317","August 1, 2024 - August 4, 2024",2024,"Sunday","SIR","IHG",NA,"alternative r&b, neo soul","3QTDHixorJelOLxoxcjqGx",68
"318","August 1, 2024 - August 4, 2024",2024,"Sunday","TEEZO TOUCHDOWN","Tito's Handmade Vodka",NA,NA,"0fGcIStdT1OpFFhOC7Wp36",68
"319","August 1, 2024 - August 4, 2024",2024,"Sunday","YOT CLUB","IHG",NA,"bedroom pop","6FugQjLquBF4JzATRN70bR",66
"320","August 1, 2024 - August 4, 2024",2024,"Sunday","ZEDS DEAD","Perry's/Sonny's",NA,"dubstep, edm","67qogtRNI0GjUr8PlaG6Zh",65
"321","August 1, 2024 - August 4, 2024",2024,"Sunday","THE LAST DINNER PARTY","Bacardí",NA,NA,"5SHgclK1ZpTdfdAmXW7J6s",63
"322","August 1, 2024 - August 4, 2024",2024,"Sunday","NOSTALGIX","Perry's/Sonny's",NA,"disco house, jazz house, funky house, lo-fi house, nu disco","2u3rmzZC0psTER2sDfUebm",61
"323","August 1, 2024 - August 4, 2024",2024,"Sunday","WATERPARKS","IHG",NA,"pop punk","3QaxveoTiMetZCMp1sftiu",59
"324","August 1, 2024 - August 4, 2024",2024,"Sunday","WILLIS","BMI",NA,NA,"3OykSjAE6F2Mb51WplFoRk",58
"325","August 1, 2024 - August 4, 2024",2024,"Sunday","SLOW PULP","T-Mobile",NA,NA,"2JFTRDi5v7JtqoouVe1z5D",57
"326","August 1, 2024 - August 4, 2024",2024,"Sunday","KAITLIN BUTTS","BMI",NA,"red dirt, texas country","6QmSTo72BYMATkQVOV1axD",56
"327","August 1, 2024 - August 4, 2024",2024,"Sunday","MEDIUM BUILD","Bacardí",NA,NA,"3C6wmSgnZuqxVQyBWujBsn",53
"328","August 1, 2024 - August 4, 2024",2024,"Sunday","HANABIE","T-Mobile",NA,"j-rock, visual kei","4N2I7VsF86h59tbsvVoB1h",52
"329","August 1, 2024 - August 4, 2024",2024,"Sunday","CARMEN DELEON","BMI",NA,NA,"6vVKjeD0dvsg5EVMEUxI1l",51
"330","August 1, 2024 - August 4, 2024",2024,"Sunday","BLACK TIGER SEX MACHINE","Perry's/Sonny's",NA,"dubstep, riddim, deathstep, edm","0o9qzOHuHkGZ3xMFKpMFkC",50
"331","August 1, 2024 - August 4, 2024",2024,"Sunday","RYAN TREY","BMI",NA,NA,"5YHM0i7v5TqqibZhS0YiuX",49
"332","August 1, 2024 - August 4, 2024",2024,"Sunday","HOL!","Perry's/Sonny's",NA,"riddim, dubstep, deathstep, bass music","75YeSAKC6xPhgkjnltCmGB",47
"333","August 1, 2024 - August 4, 2024",2024,"Sunday","JESSICA AUDIFFRED","Perry's/Sonny's",NA,"dubstep, riddim, deathstep, melodic bass, bass music","4odLDriBk6oEZotzLPTSnD",47
"334","August 1, 2024 - August 4, 2024",2024,"Sunday","MERSIV","Perry's/Sonny's",NA,"bass music, dubstep","6JU4RsXcN7rLafs39HwFxf",47
"335","August 1, 2024 - August 4, 2024",2024,"Sunday","KYLE DION","Tito's Handmade Vodka",NA,"alternative r&b","5qfkUSH3ip5dD2eEPhjkT3",46
"336","August 1, 2024 - August 4, 2024",2024,"Sunday","BRISCOE","Bacardí",NA,NA,"28NTlcAifzUgF4SIZgxncj",42
"337","August 1, 2024 - August 4, 2024",2024,"Sunday","EDDIE","Perry's/Sonny's",NA,NA,"0LgrViZrCyMgg5MfTc33bd",42
"338","August 1, 2024 - August 4, 2024",2024,"Sunday","POST SEX NACHOS","Bacardí",NA,"funk rock","3BRSFkEbxBXsZASWPOMOuP",41
"339","August 1, 2024 - August 4, 2024",2024,"Sunday","NICO VEGA","Bacardí",NA,"gothic country","1gUch6pcj8OKOw6kKlWAPE",39
"340","August 1, 2024 - August 4, 2024",2024,"Sunday","SCARLET DEMORE","Bacardí",NA,NA,"6cO7GKXtnHxzX3prlNraDR",33
"341","August 1, 2024 - August 4, 2024",2024,"Sunday","VALENCIA GRACE","IHG",NA,NA,"5cb5ljWIIrvUxokdf2vl6A",28
"342","August 1, 2024 - August 4, 2024",2024,"Sunday","CHICAGO MADE","Tito's Handmade Vodka",NA,NA,"1Tq0nryXkwLARcHDMIZbY6",27
"343","August 1, 2024 - August 4, 2024",2024,"Sunday","WHYTE FANG","Perry's/Sonny's",NA,NA,"6ziQKWMuCe0unfDXoqyVdt",25
"344","August 1, 2024 - August 4, 2024",2024,"Sunday","HUDDY","BMI",NA,"russelåter","0pluh015Xv6EXqHFcZtlYt",1
"345","August 1, 2024 - August 4, 2024",2024,"Sunday","GOOD KID","Tito's Handmade Vodka",NA,NA,"1FhuZUjcki4acD9trkeMSC",0
"346","August 3, 2023 - August 6, 2023",2023,"Thursday","BILLIE EILISH","T-Mobile",1,NA,"6qqNVTkY8uBg9cP3Jd7DAH",95
"347","August 3, 2023 - August 6, 2023",2023,"Thursday","KAROL G","Bud Light",1,"reggaeton, latin, urbano latino","790FomKkXshlbRYZFtlgla",89
"348","August 3, 2023 - August 6, 2023",2023,"Thursday","NOAH KAHAN","Tito's Handmade Vodka",NA,NA,"2RQXRUsr4IW1f3mKyKsy4B",85
"349","August 3, 2023 - August 6, 2023",2023,"Thursday","NEWJEANS","T-Mobile",NA,"k-pop","6HvZYsbFfjnjFrWF950C9d",79
"350","August 3, 2023 - August 6, 2023",2023,"Thursday","DIPLO","Perry's",NA,"moombahton","5fMUXHkw8R8eOP2RNVYEZX",78
"351","August 3, 2023 - August 6, 2023",2023,"Thursday","REMA","Coinbase",NA,"afrobeats, afrobeat, afropop, afropiano","46pWGuE3dSwY3bMMXGBvVS",78
"352","August 3, 2023 - August 6, 2023",2023,"Thursday","LAINEY WILSON","Coinbase",NA,"country","6tPHARSq45lQ8BSALCfkFC",77
"353","August 3, 2023 - August 6, 2023",2023,"Thursday","KEY GLOCK","Bacardí",NA,"memphis rap","0RESbWvOMyua0yuyVrztJ5",76
"354","August 3, 2023 - August 6, 2023",2023,"Thursday","ISABEL LAROSA","BMI",NA,NA,"5arKwJZEvT5uKq4o0JfqR4",74
"355","August 3, 2023 - August 6, 2023",2023,"Thursday","JESSIE MURPH","Bacardí",NA,NA,"2yLzlEFtIS0Q9UkyBZdQA7",74
"356","August 3, 2023 - August 6, 2023",2023,"Thursday","MEN I TRUST","Bacardí",NA,"bedroom pop, indie pop","3zmfs9cQwzJl575W1ZYXeT",74
"357","August 3, 2023 - August 6, 2023",2023,"Thursday","CARLY RAE JEPSEN","Bud Light",NA,NA,"6sFIWsNpZYqfjUpaCgueju",73
"358","August 3, 2023 - August 6, 2023",2023,"Thursday","TIMMY TRUMPET","Perry's",NA,"melbourne bounce, big room","0CbeG1224FS58EUx4tPevZ",73
"359","August 3, 2023 - August 6, 2023",2023,"Thursday","DOM DOLLA","Perry's",NA,"house, tech house","205i7E8fNVfojowcQSfK9m",72
"360","August 3, 2023 - August 6, 2023",2023,"Thursday","RICHY MITCH & THE COAL MINERS","Bacardí",NA,NA,"4qU7IJSReZnsLy5907Mtau",70
"361","August 3, 2023 - August 6, 2023",2023,"Thursday","MATT MALTESE","T-Mobile",NA,NA,"12j6dJrPXanCBwY599pZxf",69
"362","August 3, 2023 - August 6, 2023",2023,"Thursday","PORTUGAL. THE MAN","T-Mobile",NA,NA,"4kI8Ie27vjvonwaB2ePh8T",69
"363","August 3, 2023 - August 6, 2023",2023,"Thursday","SOFI TUKKER","Bud Light",NA,NA,"586uxXMyD5ObPuzjtrzO1Q",69
"364","August 3, 2023 - August 6, 2023",2023,"Thursday","DOPE LEMON","Coinbase",NA,NA,"7oZLKL1GjYiaAgssXsLmW8",66
"365","August 3, 2023 - August 6, 2023",2023,"Thursday","ACRAZE","Perry's",NA,"tech house","4pnp4w9g30yLfVIAFnZMRd",64
"366","August 3, 2023 - August 6, 2023",2023,"Thursday","CHRI$TIAN GATE$","BMI",NA,NA,"0OEYE03fBF2VoTBxGuaUxL",64
"367","August 3, 2023 - August 6, 2023",2023,"Thursday","CLINTON KANE","Tito's Handmade Vodka",NA,NA,"7okSU80WTrn4LXlyXYbX3P",62
"368","August 3, 2023 - August 6, 2023",2023,"Thursday","SPACEY JANE","Coinbase",NA,"surf rock","6V70yeZQCoSR2M3fyW8qiA",62
"369","August 3, 2023 - August 6, 2023",2023,"Thursday","DISCO LINES","Perry's",NA,"stutter house","5Kmr0b3ip8g9P2i0dLTC3Z",61
"370","August 3, 2023 - August 6, 2023",2023,"Thursday","THE BEACHES","Bud Light",NA,NA,"6ws5XBA70XgeBpnLZhQBoy",61
"371","August 3, 2023 - August 6, 2023",2023,"Thursday","THE ROSE","Bacardí",NA,"k-rock, k-pop","5na1LmEmK2VzNLje9snJYW",61
"372","August 3, 2023 - August 6, 2023",2023,"Thursday","JOY OLADOKUN","Bud Light",NA,NA,"7rrTqtOUOwva4sgTx9C9F9",59
"373","August 3, 2023 - August 6, 2023",2023,"Thursday","BRAKENCE","Bacardí",NA,"hyperpop, glitch","4kqFrZkeqDfOIEqTWqbOOV",58
"374","August 3, 2023 - August 6, 2023",2023,"Thursday","FRANC MOODY","Tito's Handmade Vodka",NA,"nu disco","10GT4yz8c6xjjnPGtGPI1l",58
"375","August 3, 2023 - August 6, 2023",2023,"Thursday","J. WORRA","Perry's",NA,"house, tech house","4q0N3EI67tVnAeeaXbNQIj",56
"376","August 3, 2023 - August 6, 2023",2023,"Thursday","ARATH HERCE","BMI",NA,"latin folk","4ZhGmNXaVf4Ki1YJDwxvVs",50
"377","August 3, 2023 - August 6, 2023",2023,"Thursday","AX AND THE HATCHETMEN","Bacardí",NA,NA,"5WJCUSIw2Td5IEfa3LXCo9",49
"378","August 3, 2023 - August 6, 2023",2023,"Thursday","BEAUTY SCHOOL DROPOUT","BMI",NA,NA,"2MJMW3WtQnDq7DKezFn5jO",48
"379","August 3, 2023 - August 6, 2023",2023,"Thursday","PONY BRADSHAW","Tito's Handmade Vodka",NA,"red dirt, alt country, americana","0ATGYvt8HyUK8ydaxJybSi",48
