"","festival_dates","year","day_of_performance","artist","stage","headliner","genre","spotify_id","spotify_popularity"
"2372","August 7, 2009 – August 9, 2009",2009,"Sunday","PRISCILLA RENEA (REPLACED NEON HITCH)","BMI",NA,"country","6BpvASijzSWj7gnZD4Dvf1",57
"2373","August 7, 2009 – August 9, 2009",2009,"Sunday","JANE'S ADDICTION","Budweiser",1,"funk rock, grunge","02NfyD6AlLA12crYzw5YcR",56
"2374","August 7, 2009 – August 9, 2009",2009,"Sunday","DAN AUERBACH","PlayStation",NA,"blues rock","6YWdHD3R863Apw1hkx3BwC",56
"2375","August 7, 2009 – August 9, 2009",2009,"Sunday","SILVERSUN PICKUPS","Vitaminwater",NA,NA,"6qyi8X6MdP1lu6B1K6yh3h",56
"2376","August 7, 2009 – August 9, 2009",2009,"Sunday","NEKO CASE","Budweiser",NA,"alt country, americana","4Cedjq5BQL3MhapRvDpFED",48
"2377","August 7, 2009 – August 9, 2009",2009,"Sunday","THE AIRBORNE TOXIC EVENT","Chicago 2016",NA,NA,"7xovAENFxmyEWhzbnHsB3Z",48
"2378","August 7, 2009 – August 9, 2009",2009,"Sunday","SHE SAY","Perry's",NA,"retro soul","1WGb8nCPGJA0RyriSDIQfC",47
"2379","August 7, 2009 – August 9, 2009",2009,"Sunday","BAT FOR LASHES","Vitaminwater",NA,"art pop, dream pop","6l77PmL5iuEEcYjGl8K6s7",46
"2380","August 7, 2009 – August 9, 2009",2009,"Sunday","DEERHUNTER","Citi",NA,"shoegaze, dream pop, noise rock","38zTZcuN7nFvVJ6auhc6V3",45
"2381","August 7, 2009 – August 9, 2009",2009,"Sunday","RA RA RIOT","Chicago 2016",NA,"baroque pop","6FIrstf3kHEg3zBOyLpvxD",45
"2382","August 7, 2009 – August 9, 2009",2009,"Sunday","SAM ROBERTS BAND","PlayStation",NA,NA,"09XH90DXG8hru6NN96GbA0",45
"2383","August 7, 2009 – August 9, 2009",2009,"Sunday","THE RAVEONETTES","PlayStation",NA,NA,"3LTXHU3DhiYzGIgF2PP8Q8",44
"2384","August 7, 2009 – August 9, 2009",2009,"Sunday","FRIENDLY FIRES","Budweiser",NA,"new rave, indie dance","3mZqziCJj4pq3P2VBpmK6p",42
"2385","August 7, 2009 – August 9, 2009",2009,"Sunday","DAN DEACON","Vitaminwater",NA,NA,"5Z3IWpvwOvoaWodujHw7xh",41
"2386","August 7, 2009 – August 9, 2009",2009,"Sunday","DAVY KNOWLES AND BACK DOOR SLAM","Citi",NA,"modern blues, blues rock, blues, roots rock","4yiPHMcw2R2SKfIsMuatfB",36
"2387","August 7, 2009 – August 9, 2009",2009,"Sunday","MSTRKRFT","Perry's",NA,"new rave, electroclash, electro house","2squZ8HjM4AzR0j6jsPn4a",35
"2388","August 7, 2009 – August 9, 2009",2009,"Sunday","ALBERTA CROSS","Vitaminwater",NA,NA,"1hPgyZ5YatVFXQBhsXKTpq",32
"2389","August 7, 2009 – August 9, 2009",2009,"Sunday","THE GREENCARDS","BMI",NA,"bluegrass, newgrass, americana","5aC3wjbpR5fL6qBGlM2u7S",27
"2390","August 7, 2009 – August 9, 2009",2009,"Sunday","GANG GANG DANCE","Citi",NA,NA,"6UU6YXQaFGQToWN6U28Dcb",26
"2391","August 7, 2009 – August 9, 2009",2009,"Sunday","THE HOOD INTERNET","Perry's",NA,NA,"5H31MVP0aAg9zizCLGJohI",6
"2392","August 7, 2009 – August 9, 2009",2009,"Sunday","CAR STEREO (WARS)","Perry's",NA,NA,"5CCJIBMi93VrgwBFoA7XTv",5
"2393","August 7, 2009 – August 9, 2009",2009,"Sunday","YELLO FEVER","Perry's",NA,NA,"42r9bD0XJffO62yu9rc2jO",5
"2394","August 7, 2009 – August 9, 2009",2009,"Sunday","CARNEY","Citi",NA,NA,"4xPot4TGPiW3hZW2UP3w6q",0
"2395","August 7, 2009 – August 9, 2009",2009,"Sunday","HE SAY","Perry's",NA,NA,"0iClDw6jEXAToruBd2WubX",0
"2396","August 1, 2008 – August 3, 2008",2008,"Friday","RADIOHEAD","AT&T",1,"art rock, alternative rock","4Z8W4fKeB5YxbusRsdQVPb",85
"2397","August 1, 2008 – August 3, 2008",2008,"Friday","THE BLACK KEYS","Bud Light",NA,"blues rock, garage rock, modern blues, rock","7mnBLXK823vNxN3UWB7Gfz",72
"2398","August 1, 2008 – August 3, 2008",2008,"Friday","K'NAAN","PlayStation 3",NA,NA,"7pGyQZx9thVa8GxMBeXscB",63
"2399","August 1, 2008 – August 3, 2008",2008,"Friday","BLOC PARTY","AT&T",NA,"indie rock","3MM8mtgFzaEJsqbjZBSsHJ",62
"2400","August 1, 2008 – August 3, 2008",2008,"Friday","MANCHESTER ORCHESTRA","Citi",NA,"indie rock","5wFXmYsg3KFJ8BDsQudJ4f",62
"2401","August 1, 2008 – August 3, 2008",2008,"Friday","HOLY FUCK (DJ SET)","Perry's",NA,"electronic rock","6Q0gMZJNIebNFFaJeonc11",61
"2402","August 1, 2008 – August 3, 2008",2008,"Friday","FREE SOL","Citi",NA,"lullaby","0qPfO5FCAsfqK3pgqBSAJR",60
"2403","August 1, 2008 – August 3, 2008",2008,"Friday","HOLY FUCK (INITIALLY NOAH AND THE WHALE)","AT&T",NA,"electronic rock","7Iz5t3KpNWPtB2uB2YyeN6",58
"2404","August 1, 2008 – August 3, 2008",2008,"Friday","THE RACONTEURS","Bud Light",1,"garage rock, alternative rock","4wo1267SJuUfHgasdlfNfc",56
"2405","August 1, 2008 – August 3, 2008",2008,"Friday","CAT POWER","PlayStation 3",NA,"slowcore, singer-songwriter","6G7OerKc3eBO9sVkRNopFC",56
"2406","August 1, 2008 – August 3, 2008",2008,"Friday","GRIZZLY BEAR","Citi",NA,"indie, indie rock, baroque pop","2Jv5eshHtLycR6R8KQCdc4",55
"2407","August 1, 2008 – August 3, 2008",2008,"Friday","WE GO TO 11","BMI",NA,"new york drill, drill, brooklyn drill, jersey club","73sV26yCMzpIeYxesG3jdV",54
"2408","August 1, 2008 – August 3, 2008",2008,"Friday","GOGOL BORDELLO","AT&T",NA,"folk punk, dark cabaret","2SVw939fwuqSobLjF8u78b",51
"2409","August 1, 2008 – August 3, 2008",2008,"Friday","THE KILLS","MySpace",NA,"garage rock","5BYuBzqmTXwUDw2rYkwExr",51
"2410","August 1, 2008 – August 3, 2008",2008,"Friday","ELECTRIC TOUCH","BMI",NA,"synthwave, synthpop","45YbCFM0an4hsEXMdQ4k3b",50
"2411","August 1, 2008 – August 3, 2008",2008,"Friday","ROGUE WAVE","MySpace",NA,NA,"2JSc53B5cQ31m0xTB7JFpG",44
"2412","August 1, 2008 – August 3, 2008",2008,"Friday","THE ENEMY","Citi",NA,"britpop, indie","01ZP85CNi7Y9t1e0one46k",43
"2413","August 1, 2008 – August 3, 2008",2008,"Friday","YEASAYER","AT&T",NA,NA,"04HvbIwBccFmRie5ATX4ft",42
"2414","August 1, 2008 – August 3, 2008",2008,"Friday","BLACK JOE LEWIS & THE HONEYBEARS","BMI",NA,"modern blues, roots rock, blues rock, retro soul, blues","6kbzJ40luXJ5IKnSpWr7SD",41
"2415","August 1, 2008 – August 3, 2008",2008,"Friday","BLACK LIPS","Bud Light",NA,"garage rock","35C0NSLogAwImm8HAMqEmG",41
"2416","August 1, 2008 – August 3, 2008",2008,"Friday","CANSEI DE SER SEXY","Citi",NA,"electroclash, new rave, alternative dance, electronic rock","2K13AVg3bFpHSxDM1vJ0qA",41
"2417","August 1, 2008 – August 3, 2008",2008,"Friday","THE GO! TEAM","Bud Light",NA,"alternative dance","6veTV9sF06FBf2KN0xAdvo",41
"2418","August 1, 2008 – August 3, 2008",2008,"Friday","WILLY JOY","Perry's",NA,"country hip hop","0y54lgObQqJqAIIeMlCcBM",40
"2419","August 1, 2008 – August 3, 2008",2008,"Friday","BUTCH WALKER","PlayStation 3",NA,NA,"7qKoy46vPnmIxKCN6ewBG4",37
"2420","August 1, 2008 – August 3, 2008",2008,"Friday","MAGIC WANDS","BMI",NA,NA,"1k3M9rRscrnQWWtFpPkajL",37
"2421","August 1, 2008 – August 3, 2008",2008,"Friday","THE PARLOR MOB","BMI",NA,"blues rock, modern blues","1U4d20oJAq9aLa2mhDGwVV",37
"2422","August 1, 2008 – August 3, 2008",2008,"Friday","THE COOL KIDS","BMI",NA,NA,"1AWNf5CLnHH4oM1hcHiVeV",36
"2423","August 1, 2008 – August 3, 2008",2008,"Friday","MATES OF STATE","MySpace",NA,NA,"4IELX7NrLBXuw8f51cUZuM",33
"2424","August 1, 2008 – August 3, 2008",2008,"Friday","STEPHEN MALKMUS AND THE JICKS","MySpace",NA,NA,"7wyRA7deGRxozTyBc6QXPe",33
"2425","August 1, 2008 – August 3, 2008",2008,"Friday","JAMES CURD","Perry's",NA,"nu disco","2PwiPk4hJp1MX6zH2YJmIL",32
"2426","August 1, 2008 – August 3, 2008",2008,"Friday","LOUIS XIV","Citi",NA,NA,"60NKN6tZYKbkjX1qpFQIqF",30
"2427","August 1, 2008 – August 3, 2008",2008,"Friday","CADENCE WEAPON","BMI",NA,"experimental hip hop","179CHqJZlZwKBQhjcOeAOS",28
"2428","August 1, 2008 – August 3, 2008",2008,"Friday","BANG CAMARO","MySpace",NA,NA,"7sB9Netl8x6rYTw0gs1JJ8",26
"2429","August 1, 2008 – August 3, 2008",2008,"Friday","VHS OR BETA (DJ SET)","Perry's",NA,"indie electronic, new rave, electroclash","5ZjMJYukp8ZmGCpXpzqZkV",23
"2430","August 1, 2008 – August 3, 2008",2008,"Friday","SOFIA TALVIK","Citi",NA,NA,"4Hd0rNhaixhFLrjZ2WRCCM",11
"2431","August 1, 2008 – August 3, 2008",2008,"Friday","YOUR VEGAS","BMI",NA,NA,"4E0cYAmFiAQcJvJK9bbYWW",6
"2432","August 1, 2008 – August 3, 2008",2008,"Friday","(LAST BAND STANDING)","Citi",NA,NA,"1RWfvwuUQk5tTnSWk63Vj9",1
"2433","August 1, 2008 – August 3, 2008",2008,"Friday","DUFFY","PlayStation 3",NA,NA,"7mGUDhdd2X0ywgJ6N4ItU8",0
"2434","August 1, 2008 – August 3, 2008",2008,"Friday","MILLION $ MANO","Perry's",NA,NA,"4UtYTAiFS3Se8EUwsGUBd3",0
"2435","August 1, 2008 – August 3, 2008",2008,"Friday","ZEBO","Perry's",NA,NA,"3PvsmE8rNiMfnMt2Xe5SCQ",0
"2436","August 1, 2008 – August 3, 2008",2008,"Saturday","MGMT","MySpace",NA,"indie","0SwO7SWeDHJijQ3XNS7xEE",76
"2437","August 1, 2008 – August 3, 2008",2008,"Saturday","RAGE AGAINST THE MACHINE","AT&T",1,"rap metal, rap rock, alternative metal, nu metal","2d0hyoQ5ynDBnkvAbJKORj",73
"2438","August 1, 2008 – August 3, 2008",2008,"Saturday","DIERKS BENTLEY","Bud Light",NA,"country","7x8nK0m0cP2ksQf0mjWdPS",69
"2439","August 1, 2008 – August 3, 2008",2008,"Saturday","YEAH?","Bud Light",NA,"indie rock","3TNt4aUIxgfy9aoaft5Jj2",69
"2440","August 1, 2008 – August 3, 2008",2008,"Saturday","LUPE FIASCO","AT&T",NA,NA,"01QTIT5P1pFP3QnnFSdsJf",68
"2441","August 1, 2008 – August 3, 2008",2008,"Saturday","DJ MOMJEANS","Perry's",NA,"phonk, brazilian phonk","0P5X0nx1hQO7LSdmekF6xA",66
"2442","August 1, 2008 – August 3, 2008",2008,"Saturday","DR. DOG","MySpace",NA,NA,"4mLJ3XfOM5FPjSAWdQ2Jk7",64
"2443","August 1, 2008 – August 3, 2008",2008,"Saturday","FOALS","Citi",NA,"indie","6FQqZYVfTNQ1pCqfkwVFEa",64
"2444","August 1, 2008 – August 3, 2008",2008,"Saturday","BRAND NEW","AT&T",NA,"emo, pop punk, emo pop, post-hardcore","168dgYui7ExaU612eooDF1",62
"2445","August 1, 2008 – August 3, 2008",2008,"Saturday","WILCO","Bud Light",1,"alt country, americana, indie rock","2QoU3awHVdcHS8LrZEKvSM",61
"2446","August 1, 2008 – August 3, 2008",2008,"Saturday","DJ BALD EAGLE","BMI",NA,"phonk, brazilian phonk","1dX1zejt24Ojiu0lX4T1ZM",61
"2447","August 1, 2008 – August 3, 2008",2008,"Saturday","SHARON JONES & THE DAP-KINGS","PlayStation 3",NA,"retro soul, soul, funk","6LufpoVlIYKQCu9Gjpk8B7",59
"2448","August 1, 2008 – August 3, 2008",2008,"Saturday","YEAH? (DJ SET)","Perry's",NA,"house, tech house","21OabQwzpxuFNxp7p781Ao",58
"2449","August 1, 2008 – August 3, 2008",2008,"Saturday","BOOKA SHADE","Citi",NA,"minimal techno, melodic house, melodic techno, electronica","2CKaDZ1Yo8YnWega9IeUzB",54
"2450","August 1, 2008 – August 3, 2008",2008,"Saturday","DEVLIN & DARKO","Perry's",NA,"dark trap, memphis rap, horrorcore, phonk, underground hip hop","45brkGrBxvV5pxj8eiImiF",54
"2451","August 1, 2008 – August 3, 2008",2008,"Saturday","THE TING TINGS","AT&T",NA,"alternative dance","2wvUfjKGoXvcnDHq7GgMOa",53
"2452","August 1, 2008 – August 3, 2008",2008,"Saturday","BROKEN SOCIAL SCENE","Bud Light",NA,"baroque pop, indie rock, indie","7lOJ7WXyopaxri0dbOiZkd",52
"2453","August 1, 2008 – August 3, 2008",2008,"Saturday","EXPLOSIONS IN THE SKY","Bud Light",NA,"post-rock","1uQWmt1OhuHGRKmZ2ZcL6p",51
"2454","August 1, 2008 – August 3, 2008",2008,"Saturday","TOADIES","MySpace",NA,"grunge, alternative rock","2QMMktUMtwMSwUZATX1cRO",51
"2455","August 1, 2008 – August 3, 2008",2008,"Saturday","THE MELISMATICS (LAST BAND STANDING WINNER)","MySpace",NA,"soul, philly soul","2W8UTum7bU7ue6m0r14H97",50
"2456","August 1, 2008 – August 3, 2008",2008,"Saturday","DEVOTCHKA","PlayStation 3",NA,"dark cabaret","0hk8VgR64voU5ueK96W2DI",47
"2457","August 1, 2008 – August 3, 2008",2008,"Saturday","SERENA RYDER","BMI",NA,NA,"3jmxkI8Jhv8bHOd2qSiU9j",43
"2458","August 1, 2008 – August 3, 2008",2008,"Saturday","UFFIE","BMI",NA,"electroclash, new rave, french house","2s6lxOYvvCvzpHtd3VyuMj",43
"2459","August 1, 2008 – August 3, 2008",2008,"Saturday","JAMIE LIDELL","MySpace",NA,"pop soul","6ASGmWCYupa0CXGtsDdYSI",42
"2460","August 1, 2008 – August 3, 2008",2008,"Saturday","MASON JENNINGS","PlayStation 3",NA,NA,"6CQrZZn0g2ZNfIcXbi4pdo",40
"2461","August 1, 2008 – August 3, 2008",2008,"Saturday","SPANK ROCK","Citi",NA,"baltimore club","1LcLsIWOl1Z8vo1wl6bxg2",39
"2462","August 1, 2008 – August 3, 2008",2008,"Saturday","MARGOT & THE NUCLEAR SO AND SO'S","MySpace",NA,NA,"4fw9oPmbbmHW5aAJpkJdlI",38
"2463","August 1, 2008 – August 3, 2008",2008,"Saturday","OKKERVIL RIVER","PlayStation 3",NA,"chamber pop, indie folk","5E7zSu46SqTmgKqsc0tFkY",38
"2464","August 1, 2008 – August 3, 2008",2008,"Saturday","PERRY FARRELL & SPECIAL GUEST (SLASH)","Perry's",NA,"melodic techno","2DS5RPK5A2GQTucYlgsQdE",38
"2465","August 1, 2008 – August 3, 2008",2008,"Saturday","BATTLES","Citi",NA,"math rock, post-rock","3EMSpwRtkvUTxfB4aS5xnA",35
"2466","August 1, 2008 – August 3, 2008",2008,"Saturday","INNERPARTYSYSTEM","BMI",NA,"electronic rock","4NI9CJ8mj82jBvMLSen16L",35
"2467","August 1, 2008 – August 3, 2008",2008,"Saturday","DOES IT OFFEND YOU","Bud Light",NA,"new rave, electronic rock, alternative dance, electroclash","4bFfSfCBYpFh37ziXCSqUs",33
"2468","August 1, 2008 – August 3, 2008",2008,"Saturday","DOES IT OFFEND YOU","Perry's",NA,"new rave, electronic rock, alternative dance, electroclash","4bFfSfCBYpFh37ziXCSqUs",33
"2469","August 1, 2008 – August 3, 2008",2008,"Saturday","THE GUTTER TWINS","AT&T",NA,NA,"0hFSUykrqfVXac7E3ZpiaH",26
"2470","August 1, 2008 – August 3, 2008",2008,"Saturday","FERRAS","Citi",NA,NA,"3ZajykUFFll0Xwgal0fQfO",22
"2471","August 1, 2008 – August 3, 2008",2008,"Saturday","STEEL TRAIN","BMI",NA,NA,"21GlDdSK6L1AvnMSbKh4Ut",22
"2472","August 1, 2008 – August 3, 2008",2008,"Saturday","DJ AM","Perry's",NA,NA,"073pd2NojHfYRNGOFUQEmN",18
"2473","August 1, 2008 – August 3, 2008",2008,"Saturday","THE POSTELLES","BMI",NA,NA,"5u0m3HrgaKDiVnz0cQK9Le",18
"2474","August 1, 2008 – August 3, 2008",2008,"Saturday","KRISTA","BMI",NA,NA,"68btetKqLOC2NOy4RZ0NqM",6
"2475","August 1, 2008 – August 3, 2008",2008,"Saturday","DANI DEAHL","Perry's",NA,"moombahton","2ZSfvlL7saepOXm3vAloZ3",4
"2476","August 1, 2008 – August 3, 2008",2008,"Saturday","DE NOVO DAHL","PlayStation 3",NA,NA,"3JyFGfvljT8v0PuDysAmPK",2
"2477","August 1, 2008 – August 3, 2008",2008,"Saturday","DASH MIHOK","Perry's",NA,NA,"6b32dzMiuSouwOrwsSIJH3",0
"2478","August 1, 2008 – August 3, 2008",2008,"Saturday","WITCHCRAFT","Citi",NA,NA,"742CFxa4RppNnQY8R1pEj8",0
"2479","August 1, 2008 – August 3, 2008",2008,"Sunday","KANYE WEST","AT&T",1,"rap","5K4W6rqBFWDnAN6FQUkS6x",92
"2480","August 1, 2008 – August 3, 2008",2008,"Sunday","MARK RONSON","MySpace",NA,NA,"3hv9jJF3adDNsBSIQDqcjp",78
"2481","August 1, 2008 – August 3, 2008",2008,"Sunday","BLACK KIDS","Citi",NA,"blues rock, garage rock, modern blues, rock","7mnBLXK823vNxN3UWB7Gfz",72
"2482","August 1, 2008 – August 3, 2008",2008,"Sunday","THE WHIGS","MySpace",NA,"garage rock, blues rock, rock, alternative rock","4F84IBURUo98rz4r61KF70",71
"2483","August 1, 2008 – August 3, 2008",2008,"Sunday","NINE INCH NAILS","Bud Light",1,"industrial rock, industrial, industrial metal, alternative metal, electronic rock, nu metal","0X380XXQSNBYuleKzav5UO",69
"2484","August 1, 2008 – August 3, 2008",2008,"Sunday","THE BLAKES","Citi",NA,NA,"4TvhRzxIL1le2PWCeUqxQw",66
"2485","August 1, 2008 – August 3, 2008",2008,"Sunday","THE NATIONAL","PlayStation 3",NA,"indie rock","2cCUtGK9sDU2EoElnk0GNB",66
"2486","August 1, 2008 – August 3, 2008",2008,"Sunday","THE WEAKERTHANS (CANCELLED)","PlayStation 3",NA,NA,"0vqJkZ0RpLZixt3lTmD8vP",66
"2487","August 1, 2008 – August 3, 2008",2008,"Sunday","IRON & WINE","Bud Light",NA,"indie folk, chamber pop, folk","4M5nCE77Qaxayuhp3fVn4V",64
"2488","August 1, 2008 – August 3, 2008",2008,"Sunday","TALLY HALL","BMI",NA,NA,"7lqaPghwYv2mE9baz5XQmL",64
"2489","August 1, 2008 – August 3, 2008",2008,"Sunday","E-SIX & ROAN","Perry's",NA,NA,"1VbWMsap5Ex2erHPlmndr0",63
"2490","August 1, 2008 – August 3, 2008",2008,"Sunday","GNARLS BARKLEY","AT&T",NA,NA,"5SbkVQYYzlw1kte75QIabH",63
"2491","August 1, 2008 – August 3, 2008",2008,"Sunday","CHROMEO","MySpace",NA,"nu disco, alternative dance, indie dance","2mV8aJphiSHYJf43DxL7Gt",60
"2492","August 1, 2008 – August 3, 2008",2008,"Sunday","AMADOU & MARIAM","PlayStation 3",NA,"afropop","3KH7WsR2JZQ94Ik8SyabU6",59
"2493","August 1, 2008 – August 3, 2008",2008,"Sunday","BLUES TRAVELER","MySpace",NA,NA,"3pHeBYl1yujXcZqqfF1UyQ",59
"2494","August 1, 2008 – August 3, 2008",2008,"Sunday","FLOGGING MOLLY","PlayStation 3",NA,"celtic rock, celtic, folk punk, punk","5kQGFREO5FzMBMsAO3cEtj",58
"2495","August 1, 2008 – August 3, 2008",2008,"Sunday","WHITE LIES","Bud Light",NA,NA,"6ssXMmc5EOUrauZxirM910",54
"2496","August 1, 2008 – August 3, 2008",2008,"Sunday","THE JOHN BUTLER TRIO","Bud Light",NA,NA,"6fBF4MULW5yMzyGaon1kUt",52
"2497","August 1, 2008 – August 3, 2008",2008,"Sunday","G. LOVE & SPECIAL SAUCE","AT&T",NA,"surf rock","74fkl73HDlCXw0l6cemB89",51
"2498","August 1, 2008 – August 3, 2008",2008,"Sunday","GIRL TALK","Citi",NA,NA,"6awzBEyEEwWHOjLox1DkLr",49
"2499","August 1, 2008 – August 3, 2008",2008,"Sunday","NEWTON FAULKNER","BMI",NA,NA,"0pf1lcBxh6HiiHQAIzhTI5",47
"2500","August 1, 2008 – August 3, 2008",2008,"Sunday","FLOSSTRADAMUS","Perry's",NA,"edm trap, dubstep","2FmzVitXZjIkFolH8HXd4j",44
"2501","August 1, 2008 – August 3, 2008",2008,"Sunday","LOVE AND ROCKETS","Bud Light",NA,"new wave, post-punk, deathrock, darkwave","09mvgMBvJkxarNIDGdwPWg",44
"2502","August 1, 2008 – August 3, 2008",2008,"Sunday","SAUL WILLIAMS","Citi",NA,"spoken word, experimental hip hop, alternative hip hop","11K0HIZKfdB6ez0VhIgxPm",41
"2503","August 1, 2008 – August 3, 2008",2008,"Sunday","FRANKI CHAN","Perry's",NA,"orchestra, easy listening","4p9uMiH2i6QPYGXx3WmpVi",39
"2504","August 1, 2008 – August 3, 2008",2008,"Sunday","BRAZILIAN GIRLS","AT&T",NA,"downtempo","6HdYUuBeK3g2MA2wGVCDcn",38
"2505","August 1, 2008 – August 3, 2008",2008,"Sunday","ELI ""THE PAPERBOY"" REED & THE TRUE LOVES","BMI",NA,"retro soul, jazz blues","37D1QyrEFNkcv0f62xo46x",35
"2506","August 1, 2008 – August 3, 2008",2008,"Sunday","NICOLE ATKINS & THE SEA","Citi",NA,"pop soul","4ab2tQaaTr2TnairelOwvO",32
"2507","August 1, 2008 – August 3, 2008",2008,"Sunday","KID SISTER","AT&T",NA,"baltimore club","3FTzn86WmApHmwBMGVSEXE",30
"2508","August 1, 2008 – August 3, 2008",2008,"Sunday","SMALLTOWN DJS","Perry's",NA,"bass house","1qPcb4gGRO6ZsefrOWsh8f",28
"2509","August 1, 2008 – August 3, 2008",2008,"Sunday","THE OCTOPUS PROJECT","MySpace",NA,NA,"7EFRvnUHNLWOYVPg8AuI7o",27
"2510","August 1, 2008 – August 3, 2008",2008,"Sunday","HA HA TONKA","BMI",NA,"alt country, americana","0V8xaun2So5GLeMAC0fpbW",21
"2511","August 1, 2008 – August 3, 2008",2008,"Sunday","THE GLAMOUR","Perry's",NA,"post-hardcore, metalcore","1FCJdfkOYWuCQwFRsJTObx",21
"2512","August 1, 2008 – August 3, 2008",2008,"Sunday","WHAT MADE MILWAUKEE FAMOUS","Citi",NA,NA,"1CoxagOc4rOoH1kPRqtL09",14
"2513","August 1, 2008 – August 3, 2008",2008,"Sunday","WILD SWEET ORANGE","BMI",NA,NA,"5p7T5WB3B6zEs0Cmkdf5rf",10
"2514","August 1, 2008 – August 3, 2008",2008,"Sunday","OFFICE","PlayStation 3",NA,"chamber pop","1dQEgGwz7E32JPUq3326PP",7
"2515","August 1, 2008 – August 3, 2008",2008,"Sunday","DJ MEL","Perry's",NA,NA,"2VAK3OAV6FwD1y2wsGBPIw",0
"2516","August 3, 2007 – August 5, 2007",2007,"Friday","DAFT PUNK","AT&T",1,"french house, electronic, electro","4tZwfgrHOc3mvqYlEYSvVi",82
"2517","August 3, 2007 – August 5, 2007",2007,"Friday","MATT ROAN","MOTO",NA,NA,"6wlhqnATSJIc0NQ64VxOVJ",72
"2518","August 3, 2007 – August 5, 2007",2007,"Friday","THE BLACK KEYS","Bud Light",NA,"blues rock, garage rock, modern blues, rock","7mnBLXK823vNxN3UWB7Gfz",72
"2519","August 3, 2007 – August 5, 2007",2007,"Friday","M.I.A.","Bud Light",NA,NA,"0QJIPDAEDILuo8AIq3pMuU",70
"2520","August 3, 2007 – August 5, 2007",2007,"Friday","PLAYSTATION COMPETITION: ""BUZZ"" TRIVIA","MOTO",NA,"nerdcore","5qvrAlKjc0Sqrqz6v2wBGk",65
"2521","August 3, 2007 – August 5, 2007",2007,"Friday","PLAYSTATION COMPETITION: SINGSTAR","MOTO",NA,NA,"3bSyv1vO8ye6PKyWcJeVbI",65
"2522","August 3, 2007 – August 5, 2007",2007,"Friday","SLIGHTLY STOOPID","MySpace",NA,"reggae rock, reggae","6MxlVTY6PmY8Nyn16fvxtb",65
"2523","August 3, 2007 – August 5, 2007",2007,"Friday","LCD SOUNDSYSTEM","MySpace",NA,"alternative dance, electronic rock, new rave","066X20Nz7iquqkkCW6Jxy6",62
"2524","August 3, 2007 – August 5, 2007",2007,"Friday","THE FRATELLIS","MySpace",NA,NA,"3M4ThdJR28z9eSMcQHAZ5G",62
"2525","August 3, 2007 – August 5, 2007",2007,"Friday","MISSION IMPROVABLE (COMEDY)","MOTO",NA,"children's music, comedy","5auLWD3XT6p3im19G2cLhP",56
"2526","August 3, 2007 – August 5, 2007",2007,"Friday","SILVERSUN PICKUPS","Citi",NA,NA,"6qyi8X6MdP1lu6B1K6yh3h",56
"2527","August 3, 2007 – August 5, 2007",2007,"Friday","THE SECOND CITY (COMEDY)","MOTO",NA,"children's music, comedy","5auLWD3XT6p3im19G2cLhP",56
"2528","August 3, 2007 – August 5, 2007",2007,"Friday","AGAINST ME!","Citi",NA,"folk punk, punk, skate punk","29lz7gs8edwnnfuXW4FhMl",53
"2529","August 3, 2007 – August 5, 2007",2007,"Friday","HELICOPTERS (LAST BAND STANDING RUNNER-UP)","Citi",NA,"shoegaze","6Kwqn9ZUZvG9lz4InvATNj",53
"2530","August 3, 2007 – August 5, 2007",2007,"Friday","THE SWITCHES","BMI",NA,"stoner rock, psychedelic rock, space rock, sludge metal, blues rock","29Wmfm1CojrjQ3aQP0FI65",52
"2531","August 3, 2007 – August 5, 2007",2007,"Friday","BLONDE REDHEAD","MySpace",NA,"shoegaze, dream pop, indie rock","5isqImG0rLfAgBJSPMEVXF",51
"2532","August 3, 2007 – August 5, 2007",2007,"Friday","G. LOVE & SPECIAL SAUCE","adidas",NA,"surf rock","74fkl73HDlCXw0l6cemB89",51
"2533","August 3, 2007 – August 5, 2007",2007,"Friday","FEMI KUTI & THE POSITIVE FORCE","adidas",NA,"afrobeat, latin afrobeat","5CG9X521RDFWCuAhlo6QoR",50
"2534","August 3, 2007 – August 5, 2007",2007,"Friday","BANG BANG BANG","BMI",NA,"k-rap, k-pop","4yiB30K5scGkjmAgHGIH8Y",49
"2535","August 3, 2007 – August 5, 2007",2007,"Friday","BATTLE ROYALE RD. 2","MOTO",NA,"country rock","7dvWKl1x7kPPPiDDBibQaK",49
"2536","August 3, 2007 – August 5, 2007",2007,"Friday","JACK'S MANNEQUIN","AT&T",NA,"emo pop, pop punk","42aeGx2I3uXINpGqC8L0LD",49
"2537","August 3, 2007 – August 5, 2007",2007,"Friday","ELECTRIC SIX","PlayStation",NA,"garage rock","4xNadaO5ZZLVJdqDIVVIua",48
"2538","August 3, 2007 – August 5, 2007",2007,"Friday","SPARKLEHORSE","adidas",NA,"slowcore","64tVHZVSAZhDEiOJxnb6hE",48
